key_resp.keys,key_resp.rt,key_resp.duration,participant,date,expName,psychopyVersion,OS,frameRate,Response.text,accept.keys,accept.corr,accept.rt,accept.duration,recall_loop.thisRepN,recall_loop.thisTrialN,recall_loop.thisN,recall_loop.thisIndex,recall_loop.ran,Word1,WORD_length1,Emo_condition,length_group_emo,Word2,WORD_length2,Ima_condition,length_group_ima
,,,AN95NS100724,2024-07-10_10h16.59.353,SNORE_recall_online_non_nature,2023.1.3,MacIntel,62.5,"Dreck
","[""return""]",0,[2.1069999999999993],[null],0,22,22,0,1,Wodka,5,emo_mid,short_word,Dreck,5,ima_high,short_word
,,,AN95NS100724,2024-07-10_10h16.59.353,SNORE_recall_online_non_nature,2023.1.3,MacIntel,62.5,"Handy
","[""return""]",0,[2.306999999999988],[null],0,23,23,7,1,Eis,3,emo_mid,short_word,Handy,5,ima_high,short_word
,,,AN95NS100724,2024-07-10_10h16.59.353,SNORE_recall_online_non_nature,2023.1.3,MacIntel,62.5,"Gondel
","[""return""]",0,[7.50800000000001],[null],0,24,24,10,1,Tat,3,emo_mid,short_word,Gondel,6,ima_high,short_word
,,,AN95NS100724,2024-07-10_10h16.59.353,SNORE_recall_online_non_nature,2023.1.3,MacIntel,62.5,"Roller
","[""return""]",0,[7.728999999999985],[null],0,25,25,32,1,Kanne,5,emo_mid,short_word,Roller,6,ima_high,short_word
,,,AN95NS100724,2024-07-10_10h16.59.353,SNORE_recall_online_non_nature,2023.1.3,MacIntel,62.5,"Deckel
","[""return""]",0,[3.3249999999999886],[null],0,26,26,23,1,Gang,4,emo_mid,short_word,Deckel,6,ima_high,short_word
,,,AN95NS100724,2024-07-10_10h16.59.353,SNORE_recall_online_non_nature,2023.1.3,MacIntel,62.5,"Schloss
","[""return""]",0,[2.475999999999999],[null],0,27,27,27,1,Nagellack,9,emo_mid,long_word,Schloss,7,ima_high,long_word
,,,AN95NS100724,2024-07-10_10h16.59.353,SNORE_recall_online_non_nature,2023.1.3,MacIntel,62.5,"Schleife
","[""return""]",0,[3.8950000000000102],[null],0,28,28,24,1,Automat,7,emo_mid,long_word,Schleife,8,ima_high,long_word
,,,AN95NS100724,2024-07-10_10h16.59.353,SNORE_recall_online_non_nature,2023.1.3,MacIntel,62.5,"Doppelbett
","[""return""]",0,[4.093000000000018],[null],0,29,29,22,1,Staffelei,9,emo_mid,long_word,Doppelbett,10,ima_high,long_word
,,,AN95NS100724,2024-07-10_10h16.59.353,SNORE_recall_online_non_nature,2023.1.3,MacIntel,62.5,"Chor
","[""return""]",0,[3.7079999999999984],[null],0,30,30,30,1,Filter,5,emo_mid,short_word,Chor,4,ima_high,short_word
,,,AN95NS100724,2024-07-10_10h16.59.353,SNORE_recall_online_non_nature,2023.1.3,MacIntel,62.5,"Flut
","[""return""]",0,[3.7120000000000175],[null],0,31,31,13,1,Akt,3,emo_mid,short_word,Flut,4,ima_high,short_word
,,,AN95NS100724,2024-07-10_10h16.59.353,SNORE_recall_online_non_nature,2023.1.3,MacIntel,62.5,"Kugel
","[""return""]",0,[4.112000000000023],[null],0,32,32,14,1,Praxis,6,emo_mid,short_word,Kugel,5,ima_high,short_word
,,,AN95NS100724,2024-07-10_10h16.59.353,SNORE_recall_online_non_nature,2023.1.3,MacIntel,62.5,"Stecknadel
","[""return""]",0,[3.5749999999999886],[null],0,33,33,17,1,Werbung,7,emo_mid,long_word,Stecknadel,10,ima_high,long_word
,,,AN95NS100724,2024-07-10_10h16.59.353,SNORE_recall_online_non_nature,2023.1.3,MacIntel,62.5,"Parade
","[""return""]",0,[2.790999999999997],[null],0,34,34,11,1,Ironie,6,emo_mid,short_word,Parade,6,ima_high,short_word
,,,AN95NS100724,2024-07-10_10h16.59.353,SNORE_recall_online_non_nature,2023.1.3,MacIntel,62.5,"Malkasten
","[""return""]",0,[4.560000000000002],[null],0,35,35,5,1,Entstehung,10,emo_mid,long_word,Malkasten,9,ima_high,long_word
,,,AN95NS100724,2024-07-10_10h16.59.353,SNORE_recall_online_non_nature,2023.1.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,
